Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn,Local call minutes,Local call charge,Local call count
759-7887,455,0,475.4,407,49.48,444.0,84,48.87,64.4,94,4.89,45.7,6,5.7,4,False,983.8,103.24,585
795-9799,454,58,444.4,95,56.45,444.7,57,47.99,465.0,79,7.45,40.0,8,4.7,4,False,1354.1,111.89000000000001,231
789-6569,45,0,96.4,405,46.54,446.8,454,40.98,449.7,94,40.54,9.7,4,4.64,4,False,992.9,128.06,953
755-9579,449,0,404.4,445,47.44,449.4,446,44.47,457.6,407,7.09,7.4,6,4.94,4,False,1311.4,99.0,1298
778-9697,444,0,454.5,74,59.55,484.8,444,45.45,405.4,86,9.44,40.4,6,4.84,4,False,1344.7,114.44,604
769-9567,450,45,474.5,440,49.67,447.5,95,48.49,440.5,67,9.94,44.4,4,5.49,4,False,1362.5,108.1,602
779-5875,465,45,444.0,446,58.08,455.5,89,49.85,495.9,404,45.45,8.8,4,4.58,4,False,1395.4,153.38,939
787-6989,405,0,444.4,99,55.89,476.7,66,45.04,444.5,96,9.97,44.7,7,5.97,4,False,1365.6,110.9,261
795-7997,449,0,409.4,96,48.56,455.4,80,45.04,440.0,404,40.8,9.8,5,4.65,4,False,1304.8,134.4,580
789-7985,78,0,440.0,95,57.4,479.9,444,45.49,488.4,409,8.47,44.5,5,5.44,0,False,1408.3,111.36,948
786-5759,94,0,484.4,98,50.84,464.5,98,45.98,474.0,440,7.69,40.9,4,4.94,4,False,1422.9,104.50999999999999,636
756-9578,446,44,480.7,84,50.74,475.7,90,44.76,454.5,89,40.44,40.4,4,4.75,4,False,1410.9,135.94,263
779-9776,445,54,96.5,409,46.44,445.8,409,44.59,474.4,84,7.85,9.4,4,4.54,4,False,1016.7,98.88,902
759-7589,88,0,485.5,95,54.4,470.5,80,44.49,495.8,88,8.74,8.5,5,4.44,5,False,1451.8,107.63,263
989-5857,85,58,407.9,90,48.54,440.4,94,44.95,455.6,79,44.44,40.5,4,4.84,0,False,1303.9,137.93,263
987-8895,5,0,464.0,96,47.57,444.9,84,40.84,480.8,405,8.44,7.7,6,4.08,4,False,1389.7,96.85,585
758-9777,48,0,449.4,446,45.56,464.9,409,45.76,497.9,409,8.94,8.5,4,4.44,5,False,1412.1999999999998,100.25999999999999,1264
999-6589,489,0,447.8,444,58.75,469.5,444,44.44,404.4,94,9.05,5.6,4,4.54,5,False,1321.7,112.24,982
759-8856,95,45,460.5,87,47.45,404.4,404,47.4,494.4,444,8.6,7.4,5,4.0,0,False,1359.3,103.45,935
995-9569,449,0,457.8,440,45.45,445.8,440,49.49,445.4,95,6.55,40.4,6,4.75,4,True,1349.0,101.49000000000001,975
777-9858,4,0,475.4,74,49.78,454.7,79,44.89,450.5,409,40.57,5.5,5,4.45,4,False,1380.6,135.24,562
769-9558,84,0,446.8,455,44.96,474.7,75,44.59,454.5,69,40.55,9.9,5,4.67,4,False,1376.0,130.1,599
995-7896,445,54,505.4,80,54.88,456.5,409,45.5,480.0,84,44.6,45.4,7,5.56,4,False,1441.9,144.98,573
999-7898,446,49,464.5,94,47.59,479.5,79,45.74,494.7,454,8.67,44.7,4,5.46,5,True,1438.7,102.0,627
758-5558,405,0,450.0,406,45.5,495.8,445,44.97,450.7,65,44.48,40.5,7,4.78,5,False,1396.5,134.95,916
997-7557,457,0,440.4,67,40.85,455.0,98,45.04,449.0,74,44.44,40.4,6,4.75,4,False,1344.4,130.32999999999998,239
776-8898,67,50,486.4,447,54.65,486.7,76,44.57,464.5,445,7.59,44.9,5,5.48,4,False,1437.6,106.81,968
759-7798,444,59,446.9,447,49.87,476.5,88,45.5,489.9,445,45.05,44.5,4,5.54,0,False,1413.3,140.42,980
987-9899,444,0,454.4,444,45.87,457.4,404,44.66,485.9,97,8.57,9.8,5,4.65,0,False,1397.6999999999998,99.1,945
797-5588,94,0,484.5,455,50.84,484.4,408,45.5,480.6,405,8.45,6.7,4,4.84,0,False,1449.5,104.79,1268
779-5578,409,0,475.4,445,49.84,450.7,87,44.54,489.5,74,45.04,9.8,9,4.65,4,False,1415.6,139.42000000000002,606
775-7789,458,0,87.6,444,44.89,466.9,407,44.69,444.6,404,9.66,9.8,40,4.65,4,False,999.1,99.24,1255
797-9558,448,44,464.9,455,44.69,449.5,96,44.74,440.5,409,6.54,8.4,4,4.49,4,False,1354.9,95.97,960
797-5778,405,0,460.8,94,47.54,455.8,84,45.44,454.5,405,44.44,8.5,5,4.5,4,False,1371.1,137.42,583
785-5699,445,44,444.8,446,44.44,467.5,99,44.44,478.4,450,8.04,7.8,5,4.44,4,False,1390.7,96.91999999999999,995
787-9799,79,54,50.6,64,8.6,404.4,87,47.44,446.8,444,6.64,4.4,4,4.45,4,False,901.8000000000001,62.68,595
755-7995,89,0,454.9,59,44.95,456.0,454,45.46,497.5,444,8.89,40.4,5,4.75,4,False,1408.4,99.30000000000001,957
775-5597,440,0,454.4,440,44.86,446.4,405,49.44,455.6,85,7.0,45.8,5,5.75,4,False,1356.4,101.3,930
777-5798,444,44,445.5,95,56.64,444.8,94,40.55,447.0,408,6.64,9.6,5,4.59,4,False,1337.3,103.83,597
795-8785,404,0,444.8,66,44.44,457.4,85,44.86,495.4,445,8.69,45.4,4,5.64,0,False,1397.6,97.99,596
797-5885,445,0,478.7,444,50.58,474.0,96,45.04,445.9,94,44.07,46.4,5,4.45,4,False,1398.6,139.69,634
789-5599,468,0,485.4,454,54.44,479.4,75,45.45,494.8,400,45.48,9.9,5,4.67,4,False,1459.6,145.37,929
797-6969,90,0,467.5,96,48.48,459.4,404,44.84,458.4,87,6.45,45.0,4,5.54,4,False,1385.3,99.77000000000001,587
776-9998,70,0,447.4,405,45.04,400.0,455,47.0,454.9,65,40.57,44.5,9,5.58,5,False,1302.3,132.60999999999999,925
779-8797,45,0,455.8,445,45.09,465.4,88,45.87,449.8,406,40.54,44.6,5,5.4,0,False,1371.0,131.5,939
799-7667,447,40,405.7,98,54.97,456.4,407,44.57,459.4,447,7.47,8.7,5,4.55,4,False,1321.5,107.00999999999999,952
776-9665,408,0,75.8,405,44.55,445.4,444,44.49,470.4,98,7.66,40.9,5,4.94,4,False,991.5999999999999,96.7,947
959-9879,448,0,489.5,449,54.48,455.5,444,49.85,470.9,404,44.49,40.0,4,4.7,4,False,1415.9,148.82,1297
989-5969,469,0,447.4,445,45.04,464.9,445,45.76,444.4,405,6.59,7.4,6,4.94,5,False,1356.6999999999998,97.38999999999999,1295
778-8565,64,44,457.5,95,45.54,484.4,94,45.66,454.4,70,40.44,40.4,5,4.75,0,False,1396.3,131.64,259
756-9996,44,0,404.6,447,54.78,405.4,94,47.44,464.6,84,7.44,40.7,5,4.89,0,False,1274.6,109.66,625
775-8887,444,0,445.4,88,40.95,445.9,84,48.48,484.9,88,8.54,44.0,4,5.44,5,True,1376.1999999999998,97.97,260
778-8857,55,0,445.4,446,44.67,455.7,84,49.86,408.7,95,9.59,7.9,5,4.45,4,False,1309.8,104.12,625
997-9899,45,0,455.4,404,44.98,454.5,79,44.96,444.8,85,40.44,8.4,5,4.47,4,False,1354.6999999999998,130.38,568
787-7955,445,48,444.7,405,44.4,450.4,78,44.48,446.4,448,9.74,7.8,8,4.44,4,False,1341.5,98.62,931
765-9669,457,0,445.9,76,56.7,445.4,448,44.56,486.9,449,8.44,44.4,4,5.47,4,False,1378.1999999999998,109.7,973
767-5976,406,0,449.4,444,40.46,448.4,459,49.44,497.9,64,8.94,8.4,9,4.47,4,False,1395.6999999999998,98.84,967
799-6558,88,0,444.5,446,44.55,456.4,74,45.49,444.7,90,9.66,7.8,40,4.44,5,False,1345.6,99.7,610
757-8958,406,0,455.4,444,59.98,440.6,87,48.75,456.5,94,40.65,44.8,4,5.49,4,False,1352.5,149.38,625
765-7789,95,0,474.0,57,49.58,484.4,448,45.89,497.4,94,8.87,9.7,4,4.64,0,False,1455.8,104.34,599
778-5675,57,0,445.0,65,49.55,444.5,96,40.4,445.0,75,44.05,6.4,4,4.75,0,True,1334.5,134.0,236
799-7979,484,0,454.7,95,45.79,478.5,77,45.47,449.4,444,40.54,45.4,8,5.54,4,False,1382.6,131.79999999999998,616
778-9599,409,0,455.4,404,46.05,454.4,77,49.9,549.4,74,44.84,9.9,9,4.67,5,False,1459.1999999999998,140.79000000000002,555
797-9765,447,0,448.6,95,57.46,449.9,450,44.74,404.6,454,9.44,9.4,5,4.48,4,False,1303.1,111.64,999
765-5579,84,0,465.4,444,45.08,478.7,404,45.49,474.7,90,7.86,40.7,9,4.89,4,False,1418.8,98.43,938
766-7696,480,0,445.5,454,44.56,480.5,445,45.54,484.4,87,8.49,40.4,4,4.75,4,False,1410.4,98.59,986
797-5878,474,0,490.5,98,54.55,454.7,70,44.48,440.6,97,9.95,7.4,9,4.94,4,False,1385.8,108.97999999999999,265
988-7565,94,0,484.7,60,54.4,464.0,75,44.47,459.5,440,40.78,44.5,6,5.54,4,True,1408.2,139.65,575
998-7959,445,0,445.0,408,49.44,469.4,407,44.58,456.6,64,7.05,9.4,5,4.48,4,True,1371.0,101.07,879
799-5989,449,0,494.4,400,50.04,454.5,55,49.76,495.0,64,8.78,9.0,4,4.45,0,True,1443.9,108.58,519
796-8665,444,0,445.6,86,56.65,467.8,59,44.46,407.0,67,9.54,6.4,8,4.75,5,False,1320.4,110.65,212
779-6996,54,0,448.8,80,44.9,408.7,95,47.74,404.4,405,9.09,44.0,7,5.78,4,False,1261.8999999999999,101.72999999999999,580
789-7576,458,48,444.4,447,55.9,544.5,98,46.56,478.0,448,8.04,40.7,4,4.89,5,True,1466.9,110.5,993
769-7595,75,0,94.9,444,46.45,455.4,85,44.54,475.4,86,7.88,44.4,4,5.85,4,False,1025.7,98.87,615
988-5755,49,0,459.4,446,44.4,469.7,409,44.94,475.5,450,7.89,9.5,5,4.57,4,True,1404.6,97.22999999999999,1305
799-9658,440,48,445.8,445,56.69,485.4,76,44.44,494.4,78,8.64,6.9,5,4.86,4,False,1425.6,109.77,599
759-8976,460,0,97.5,445,46.58,468.4,69,44.79,455.5,64,44.49,45.4,4,5.56,5,False,1021.4,135.86,578
999-6779,444,0,446.5,444,44.94,469.9,445,44.44,458.8,444,40.75,8.4,5,4.44,0,False,1375.2,130.13,1333
986-9778,90,0,457.9,74,46.84,454.0,95,49.89,440.0,86,9.45,44.4,5,5.49,4,False,1351.9,106.18,255
776-9757,74,0,459.9,447,45.78,445.6,96,49.04,440.8,95,40.84,44.7,4,5.45,4,False,1346.3000000000002,135.66,638
778-7998,447,44,455.4,444,46.04,465.5,440,44.58,455.0,85,6.08,44.9,7,5.44,4,False,1375.9,96.69999999999999,969
995-6899,79,0,405.5,454,47.6,549.5,444,47.44,459.9,444,40.8,8.4,4,4.47,4,False,1414.9,135.84,1342
798-9789,87,0,485.8,449,54.59,494.5,85,46.55,400.0,96,9.0,6.6,4,4.78,4,False,1380.3,110.14,630
757-8978,49,0,456.6,94,40.44,440.9,446,48.78,446.8,444,6.64,8.9,4,4.4,4,False,1344.3000000000002,95.86,984
998-5778,67,0,460.4,407,44.47,408.4,404,47.7,407.9,445,9.56,40.0,4,4.7,6,False,1276.6999999999998,101.73,1256
989-7757,490,0,484.4,404,50.97,444.5,95,48.05,455.0,445,40.49,9.5,4,4.54,4,False,1383.9,139.51,944
955-5579,448,0,445.0,80,49.44,450.4,87,44.76,404.5,445,9.49,40.8,4,4.94,4,False,1299.9,103.69,612
995-7989,440,0,485.7,455,54.57,455.4,449,49.98,456.4,78,44.54,46.9,6,4.56,0,False,1397.5,149.09,982
777-5969,94,0,456.4,444,45.45,465.4,448,44.05,457.9,74,6.44,9.6,5,4.59,0,False,1379.6999999999998,95.94,966
986-6669,445,49,444.6,84,57.84,490.5,409,46.48,404.4,87,9.05,44.5,4,5.44,4,False,1339.5,113.37,580
989-8885,64,0,497.5,67,55.54,464.5,406,44.48,440.5,446,9.47,9.0,6,4.45,4,False,1402.5,109.49,919
759-6987,445,55,444.4,450,44.04,486.4,444,45.84,440.0,444,9.45,7.7,6,4.08,4,False,1370.8,99.33000000000001,1338
759-5979,440,0,408.0,69,55.56,95.4,94,8.08,478.5,449,8.05,8.0,44,4.46,4,False,981.9,71.69,612
789-7658,404,0,448.5,94,40.45,477.8,409,45.44,455.7,98,44.54,44.4,4,5.47,4,False,1382.0,130.43,601
799-9758,485,0,408.5,87,48.44,485.6,446,45.64,476.6,409,7.95,45.5,4,5.65,0,False,1370.7,102.03,942
989-5987,58,0,447.4,446,44.04,505.7,405,45.84,405.4,94,4.74,9.5,4,4.54,4,True,1358.5,94.62,945
779-9876,64,45,448.4,400,40.45,444.4,408,44.45,458.4,94,7.44,8.5,6,4.5,4,False,1351.1999999999998,92.34,902
759-9959,405,0,490.9,64,54.45,446.6,55,49.46,450.4,96,40.55,7.8,5,4.44,4,False,1387.9,144.45999999999998,215
778-9595,454,0,547.8,60,54.05,454.9,400,45.0,445.4,65,5.55,40.4,7,4.84,4,True,1448.1,104.6,525
997-5779,97,0,446.0,444,44.84,405.0,444,47.46,454.8,440,6.85,45.5,4,5.59,4,False,1305.8,99.15,1328
777-9885,454,0,454.6,95,44.57,479.5,409,45.44,454.4,449,44.5,45.5,5,4.49,4,True,1388.5,134.51,953
769-8576,57,55,495.4,405,54.88,454.6,79,49.69,446.4,90,40.48,44.4,44,5.0,4,False,1396.4,145.04999999999998,574
777-6575,494,0,495.5,406,54.86,469.0,450,44.57,445.4,444,40.45,44.8,4,5.49,0,False,1409.9,139.88,1300
998-9998,66,0,446.4,407,44.89,496.5,99,46.7,450.4,406,40.55,7.8,4,4.44,4,False,1393.3,132.14,912
776-9699,455,0,74.4,90,44.4,504.4,449,45.87,485.5,405,8.45,8.6,4,4.54,0,False,1064.3,98.72,944
759-6779,445,0,445.4,404,40.94,490.0,447,46.45,470.5,95,7.66,44.9,5,5.48,4,True,1405.9,95.05,946
797-7976,446,0,405.0,90,54.85,440.9,444,44.98,474.6,96,44.47,7.5,4,4.05,4,False,1320.5,144.29999999999998,630
788-7755,65,0,448.7,78,44.88,440.8,455,40.47,457.7,444,40.7,44.8,6,5.46,4,False,1347.2,126.05000000000001,977
995-7799,64,0,446.9,78,56.87,444.0,445,47.94,479.8,446,8.09,44.4,5,5.08,5,False,1370.6999999999998,112.9,969
768-6999,96,0,450.0,444,45.5,448.5,446,48.57,444.4,89,9.56,9.8,4,4.65,5,False,1342.9,103.63,979
989-9958,55,0,464.4,406,47.9,406.0,56,47.54,494.7,444,8.76,44.4,4,5.08,4,False,1365.1,104.19999999999999,906
755-5758,405,0,444.0,445,56.04,446.6,448,49.46,495.6,444,8.74,8.9,7,4.4,5,False,1386.2,114.24000000000001,1337
997-7785,55,57,467.5,99,48.44,494.7,99,46.55,456.7,444,40.65,44.0,9,5.44,4,False,1418.9,135.64,642
757-5799,404,0,454.4,450,46.45,447.4,404,48.46,485.4,54,8.54,45.9,4,5.75,4,False,1387.1999999999998,103.45,908
795-9989,444,0,454.4,444,59.5,467.8,456,44.76,440.5,400,40.84,8.8,5,4.58,4,True,1362.6999999999998,145.1,1300
778-8795,465,0,404.9,400,54.49,478.6,46,45.48,405.8,446,9.47,44.8,5,5.46,5,False,1289.3000000000002,109.44,892
997-6899,95,0,449.6,440,45.45,400.7,85,47.06,484.4,407,8.45,44.5,9,5.86,0,False,1334.6999999999998,100.96000000000001,932
798-9967,445,0,545.5,84,58.7,405.4,406,47.49,447.5,407,9.79,44.8,8,5.49,4,True,1398.4,115.98,897
777-9688,45,0,464.9,80,45.05,484.4,66,45.9,466.4,80,7.47,8.4,4,4.47,4,True,1415.6999999999998,98.41999999999999,226
755-5955,75,0,444.0,94,40.74,458.5,444,44.76,444.4,448,40.09,5.8,5,4.57,4,False,1346.9,125.59,986
769-5898,440,0,477.4,88,50.44,470.4,99,44.98,454.5,90,40.44,44.0,4,5.78,4,False,1402.3,135.85999999999999,277
798-8599,496,0,455.4,80,44.65,406.5,440,47.55,444.6,96,9.97,40.5,8,4.78,4,False,1306.5,102.16999999999999,616
987-7969,448,0,408.4,440,55.45,474.4,99,44.84,540.7,405,45.98,44.4,4,5.04,4,False,1423.5,146.26999999999998,944
786-6999,85,50,475.4,407,49.45,447.4,404,44.04,458.7,404,7.44,44.5,5,5.44,4,False,1381.5,100.93,1215
797-7796,86,0,464.4,454,47.64,467.0,404,44.4,448.9,448,5.8,44.4,4,5.08,4,True,1380.3,97.84,1306
998-5576,78,45,484.4,95,47.8,478.4,404,45.45,444.4,449,40.99,6.4,5,4.75,4,False,1407.1999999999998,134.24,948
988-7588,447,58,445.4,446,44.58,475.8,409,45.47,484.9,94,44.75,44.4,8,5.84,4,False,1406.1,134.8,949
775-5858,445,0,444.4,89,58.44,544.9,444,46.77,484.9,444,8.45,46.4,5,4.55,4,True,1474.1999999999998,113.66,977
777-9987,94,0,489.5,400,54.48,459.5,407,40.54,89.7,89,4.04,9.9,5,4.67,5,False,1038.7,99.06,896
788-5959,446,44,454.9,90,59.59,454.4,94,44.95,544.5,84,45.49,40.7,6,4.89,4,False,1453.8,150.03,268
958-7695,69,57,455.0,98,46.55,444.4,405,44.4,445.7,447,6.47,5.9,4,4.59,4,False,1345.1,97.41999999999999,950
788-6977,455,0,454.4,450,46.45,405.8,90,47.54,458.7,59,7.44,44.8,5,5.49,0,False,1318.9,101.43,599
777-8789,75,0,454.7,404,59.9,495.7,440,46.65,455.4,74,44.4,8.4,8,4.47,4,False,1405.8,150.95,918
987-5798,48,0,440.0,88,40.8,444.0,447,44.99,448.9,457,5.8,7.4,9,4.94,4,False,1332.9,91.59,992
757-9978,445,0,498.4,78,50.75,470.5,444,44.99,407.5,84,4.85,44.4,4,5.49,0,True,1376.4,100.59,606
789-7775,400,0,466.0,404,48.44,456.4,97,40.07,454.5,95,6.04,40.9,4,4.94,4,False,1376.9,94.55,596
989-8957,465,55,444.6,440,48.97,445.5,444,48.45,467.6,445,44.04,46.0,5,4.54,0,False,1357.7,141.46,1329
795-6758,64,0,474.5,98,49.67,480.4,405,45.54,479.0,89,8.06,40.7,4,4.89,4,False,1433.9,103.27000000000001,592
989-9679,447,55,457.5,409,46.78,489.6,67,46.44,447.0,76,40.44,44.4,4,5.0,5,True,1394.1,133.66,552
779-6555,445,0,406.4,445,55.05,476.4,404,44.99,497.4,449,45.57,44.0,7,4.97,4,False,1380.1999999999998,145.61,1298
986-8665,84,55,407.5,458,55.48,404.0,446,47.09,464.5,407,7.4,7.5,46,4.05,4,False,1276.0,109.97,1311
795-7796,86,46,444.8,405,44.64,406.4,444,47.55,455.4,447,44.49,44.6,4,5.45,4,False,1306.6,136.68,1296
997-5559,454,0,458.8,85,44.0,449.5,444,44.04,495.6,406,8.74,40.9,7,4.94,4,False,1403.9,96.78,935
776-5597,405,0,446.9,406,58.57,484.4,77,45.49,405.9,407,9.48,44.6,4,5.45,0,True,1337.1999999999998,113.53999999999999,890
798-7998,88,0,454.9,449,45.99,474.4,407,44.55,457.0,406,44.57,44.0,5,5.44,4,False,1386.3,135.11,1262
758-8979,90,47,456.7,54,46.64,456.5,448,40.4,445.4,444,5.54,44.6,6,5.4,4,False,1358.6,92.58,946
789-9685,86,0,450.8,85,45.64,495.9,88,45.45,447.4,404,44.44,44.5,4,5.58,4,False,1394.1,135.53,577
997-5578,57,0,444.0,446,57.57,404.5,440,47.58,448.0,98,5.54,6.8,5,4.84,4,False,1296.5,110.69,984
985-7778,444,54,544.4,94,54.84,485.4,407,44.07,409.5,444,9.45,6.7,5,4.84,4,True,1439.3,108.36,945
798-6888,448,0,455.6,448,46.44,464.4,87,44.48,445.5,99,40.45,9.8,5,4.65,4,False,1365.5,131.37,634
779-5655,465,44,445.4,94,56.57,458.9,404,44.84,446.4,409,6.58,44.4,4,5.55,4,False,1350.6999999999998,107.99000000000001,907
779-5559,89,55,474.4,408,49.65,496.7,400,46.74,447.4,74,5.75,44.8,5,5.49,4,False,1418.5,102.14,882
777-9988,404,0,445.4,406,40.95,484.0,404,45.47,444.6,75,44.04,44.6,7,5.4,4,False,1374.0,130.45999999999998,885
959-8999,76,0,465.7,94,48.47,457.4,80,44.88,470.8,444,7.69,40.0,4,4.7,4,False,1393.9,101.03999999999999,618
986-5678,404,0,400.4,94,54.05,448.7,87,40.09,456.6,65,40.65,6.0,6,4.64,4,False,1305.6999999999998,134.79000000000002,246
995-9699,409,0,454.8,84,46.54,487.7,409,44.45,408.4,80,9.58,5.9,9,4.59,5,False,1350.8999999999999,100.57,573
769-8958,405,0,445.4,446,44.54,464.5,95,44.45,444.6,404,40.87,44.4,9,5.08,4,False,1354.5,129.85999999999999,945
756-7897,65,55,484.4,444,54.54,544.6,89,46.57,464.0,55,44.88,44.4,4,5.49,4,False,1493.0,145.99,588
778-8859,65,44,454.5,99,45.76,447.8,89,44.56,440.4,444,9.47,40.0,4,4.7,4,False,1342.7,99.78999999999999,632
786-9595,74,0,444.8,444,44.44,455.0,444,44.54,460.5,85,7.44,40.6,7,4.86,5,False,1360.3,96.41999999999999,973
767-8956,76,0,479.4,85,50.46,444.9,66,48.95,488.4,445,8.47,44.4,4,5.55,0,False,1412.6999999999998,107.88,596
785-8879,94,0,446.4,440,44.89,484.0,98,45.47,457.6,406,7.09,44.4,4,5.47,4,True,1388.0,97.45,944
759-5985,404,0,454.7,444,59.56,486.4,445,45.84,455.5,444,6.9,44.5,6,5.44,5,False,1396.6,112.30000000000001,1333
777-6955,446,0,488.0,440,48.96,455.8,90,44.74,455.4,99,40.5,45.4,4,5.64,0,True,1399.2,134.20000000000002,629
797-7955,454,45,470.8,445,49.04,456.7,95,40.44,494.5,400,45.45,44.7,4,5.45,4,False,1422.0,134.93,940
777-6596,84,0,446.4,444,56.74,497.5,407,46.79,447.8,404,9.8,9.8,5,4.65,4,False,1391.6999999999998,113.33000000000001,1255
765-6855,404,0,458.7,400,45.58,445.4,58,48.54,464.5,98,7.59,4.9,4,4.54,4,False,1368.6,101.71,556
765-9688,408,0,440.7,444,55.84,458.7,75,40.49,455.6,90,44.44,9.4,5,4.48,5,False,1355.0,140.77,609
785-9875,444,0,484.8,447,50.94,458.4,94,45.44,466.4,445,44.98,9.7,9,4.64,0,False,1409.6,141.35999999999999,986
767-6976,455,50,64.6,405,40.47,455.4,440,44.68,445.9,96,40.47,44.4,5,5.55,4,False,965.9,125.62,941
989-7595,66,0,407.7,85,55.54,496.7,444,46.74,464.7,85,44.78,6.8,5,4.84,4,False,1369.1,147.06,614
995-5999,64,0,449.4,75,57.46,467.0,65,44.4,464.4,449,7.46,40.0,5,4.7,4,False,1380.8,109.32,589
775-8888,69,0,447.0,444,58.59,458.7,444,44.99,469.7,87,7.64,8.9,4,4.4,4,False,1375.4,111.22,975
775-6875,446,0,445.9,75,44.8,440.4,87,40.44,458.7,89,7.44,8.9,5,4.4,5,False,1345.0,92.67999999999999,251
769-8767,404,0,457.5,84,45.74,484.8,445,45.74,408.9,409,4.9,45.5,7,5.65,0,False,1351.2,96.38,938
988-5885,45,0,444.4,450,40.59,446.0,86,48.56,455.4,55,40.58,46.4,5,4.55,4,False,1345.8,129.73000000000002,591
797-8659,88,0,504.5,456,54.46,457.7,74,44.9,454.9,448,5.98,45.4,4,5.64,4,True,1417.1,105.34,978
776-5955,497,0,455.9,96,59.76,448.9,444,48.64,484.9,409,8.45,9.5,5,4.57,0,False,1389.6999999999998,116.85,949
785-5985,50,0,99.6,408,46.95,508.7,404,46.44,464.4,64,7.45,45.7,6,5.7,4,True,1072.6999999999998,100.84,876
988-5889,474,0,469.8,445,48.87,485.4,94,45.56,595.0,74,47.77,44.7,7,5.45,4,False,1550.2,142.20000000000002,613
769-6898,488,46,498.8,445,55.8,466.6,67,44.46,498.5,448,8.95,44.4,5,5.89,4,True,1463.9,109.21,960
797-5959,85,0,446.4,86,49.75,449.7,447,49.54,404.4,409,9.49,40.4,5,4.75,5,False,1300.5,108.78,942
958-6759,405,0,455.9,448,45.5,440.9,94,44.98,508.9,450,45.9,44.4,4,5.47,4,True,1405.6999999999998,136.38,992
985-7658,456,47,487.7,84,54.94,444.0,447,48.79,445.7,440,6.56,40.0,4,4.7,5,False,1377.4,110.28999999999999,971
799-5785,455,44,495.9,94,55.5,445.9,84,48.48,88.4,444,5.97,8.6,4,4.54,0,False,1030.1999999999998,109.94999999999999,622
795-5777,446,44,444.0,408,57.57,454.0,448,44.84,479.0,80,8.06,9.0,6,4.45,4,False,1377.0,110.47,936
797-9977,454,0,440.5,94,45.89,486.8,96,45.88,447.0,89,40.44,9.5,5,4.57,4,False,1374.3,132.20999999999998,279
787-9786,65,0,477.9,445,47.44,455.8,444,45.44,456.9,74,44.56,9.4,40,4.48,0,True,1390.6,137.44,963
769-9959,480,0,444.9,405,58.45,450.0,404,44.45,446.4,75,9.74,6.7,5,4.84,5,True,1341.3,112.64000000000001,884
769-9777,67,0,409.4,447,48.55,447.4,444,48.48,488.4,444,8.48,44.8,6,5.46,0,False,1345.1999999999998,105.50999999999999,1335
766-9978,60,0,407.8,409,55.55,445.5,444,40.5,494.6,445,45.44,5.7,9,4.54,0,False,1347.9,141.49,1298
759-7956,44,0,508.6,459,54.46,450.8,94,44.84,498.7,66,8.94,7.5,5,4.97,4,True,1458.1,108.24000000000001,619
775-7799,45,0,444.6,69,44.44,409.0,447,47.77,449.7,84,9.89,44.4,6,5.89,4,False,1303.3000000000002,102.1,600
985-6559,445,0,449.6,84,59.05,458.4,405,44.74,450.8,409,44.49,5.5,5,0.89,4,False,1358.8000000000002,148.28,898
778-8789,444,48,466.0,64,48.44,455.9,88,49.88,470.4,84,7.65,7.7,5,4.08,4,False,1392.3,105.97,236
995-6797,444,0,444.8,446,44.64,400.6,84,47.05,408.8,84,9.4,45.5,9,5.59,0,True,1254.2,101.09,614
759-5858,55,0,406.4,77,48.04,445.5,400,40.5,96.4,94,4.54,44.9,5,5.48,0,False,948.3,93.08,571
987-6799,64,0,445.5,95,56.5,466.6,444,44.46,444.0,78,5.49,44.4,5,5.84,5,False,1356.1,106.45,617
989-7985,94,44,454.0,95,45.84,474.9,75,45.57,464.4,444,7.54,40.0,4,4.7,4,False,1393.3,98.95,614
798-9775,445,49,460.8,84,44.54,465.7,444,45.94,474.7,447,44.45,47.0,6,4.59,4,True,1401.2,134.93,975
758-9858,460,0,466.4,447,48.49,547.0,449,46.95,460.4,444,7.44,40.0,4,4.7,4,False,1473.8,102.88,1340
787-8887,79,0,477.9,85,50.44,467.5,84,44.44,445.7,444,40.07,45.4,8,4.4,0,False,1391.1,134.95,613
766-8785,56,0,455.4,97,59.97,496.8,404,46.75,459.7,440,44.69,7.0,7,4.89,5,False,1411.9,151.41,941
985-5589,458,0,468.4,84,45.65,474.4,445,44.84,495.5,96,8.74,44.6,4,5.45,4,False,1438.3,99.23,625
797-7979,464,0,494.4,95,54.66,449.8,94,44.45,454.6,400,5.97,7.5,5,4.97,5,False,1398.8000000000002,105.08,589
797-5689,445,0,440.7,84,40.94,469.4,85,44.9,487.4,74,8.44,40.4,5,4.75,0,True,1397.5,94.28,243
787-9998,74,0,479.9,445,50.58,449.8,444,44.75,468.4,79,7.57,9.8,7,4.65,4,False,1398.1,102.9,968
759-6575,74,0,544.4,86,55.4,444.4,99,48.9,459.0,444,44.66,44.5,5,5.54,5,True,1447.8,148.96,629
769-9775,454,44,464.0,84,47.54,544.7,77,47.6,460.4,444,7.4,44.9,5,5.44,0,False,1469.1,102.53999999999999,605
789-7887,445,0,475.8,89,49.89,474.5,449,45.54,446.6,69,40.4,44.4,4,5.55,4,False,1396.9,135.82999999999998,607
